<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.08.24	04:00:00	138.425	138.495	138.314	138.480	2972	0	2
2020.08.24	05:00:00	138.479	138.511	138.428	138.461	1616	0	9
2020.08.24	06:00:00	138.460	138.517	138.455	138.459	1522	0	10
2020.08.24	07:00:00	138.459	138.574	138.456	138.529	1534	0	7
2020.08.24	08:00:00	138.529	138.665	138.529	138.651	1514	0	0
2020.08.24	09:00:00	138.651	138.742	138.570	138.701	2918	0	3
2020.08.24	10:00:00	138.700	138.816	138.519	138.711	4030	0	3
2020.08.24	11:00:00	138.708	138.742	138.391	138.667	3957	0	1
2020.08.24	12:00:00	138.667	138.841	138.562	138.742	3550	0	1
2020.08.24	13:00:00	138.745	138.805	138.658	138.681	2973	0	5
2020.08.24	14:00:00	138.681	138.965	138.627	138.930	3024	0	1
2020.08.24	15:00:00	138.929	138.999	138.732	138.796	3364	0	1
2020.08.24	16:00:00	138.796	138.838	138.424	138.436	4288	0	1
2020.08.24	17:00:00	138.437	138.542	138.288	138.350	5114	0	1
2020.08.24	18:00:00	138.350	138.543	138.324	138.503	4023	0	0
2020.08.24	19:00:00	138.502	138.502	138.368	138.381	1996	0	1
2020.08.24	20:00:00	138.380	138.445	138.293	138.378	1813	0	3
2020.08.24	21:00:00	138.379	138.440	138.340	138.356	1918	0	8
2020.08.24	22:00:00	138.356	138.493	138.333	138.492	1866	0	9
2020.08.24	23:00:00	138.490	138.490	138.404	138.423	1055	0	10
2020.08.25	00:00:00	138.398	138.511	138.344	138.439	1536	0	16
2020.08.25	01:00:00	138.439	138.492	138.382	138.478	1070	0	18
2020.08.25	02:00:00	138.474	138.566	138.470	138.546	1350	0	4
2020.08.25	03:00:00	138.546	138.628	138.440	138.621	3139	0	6
2020.08.25	04:00:00	138.621	138.757	138.554	138.737	2733	0	1
2020.08.25	05:00:00	138.737	138.816	138.683	138.763	2354	0	1
2020.08.25	06:00:00	138.764	138.889	138.740	138.870	1550	0	1
2020.08.25	07:00:00	138.870	138.974	138.870	138.883	1836	0	1
2020.08.25	08:00:00	138.883	138.892	138.781	138.839	1379	0	1
2020.08.25	09:00:00	138.843	138.943	138.746	138.882	2808	0	1
2020.08.25	10:00:00	138.878	139.205	138.852	139.120	4269	0	2
2020.08.25	11:00:00	139.108	139.386	139.016	139.371	4629	0	0
2020.08.25	12:00:00	139.371	139.462	139.257	139.448	3996	0	1
2020.08.25	13:00:00	139.448	139.885	139.443	139.739	4285	0	1
2020.08.25	14:00:00	139.740	139.907	139.700	139.771	3823	0	1
2020.08.25	15:00:00	139.771	139.802	139.612	139.766	4249	0	1
2020.08.25	16:00:00	139.769	140.028	139.669	139.861	6347	0	1
2020.08.25	17:00:00	139.862	139.919	139.693	139.740	6449	0	1
2020.08.25	18:00:00	139.740	139.825	139.703	139.772	4580	0	1
2020.08.25	19:00:00	139.772	139.817	139.651	139.675	2732	0	1
2020.08.25	20:00:00	139.672	139.821	139.617	139.763	2218	0	2
2020.08.25	21:00:00	139.764	139.846	139.746	139.800	2777	0	7
2020.08.25	22:00:00	139.800	139.855	139.783	139.851	1946	0	8
2020.08.25	23:00:00	139.848	139.908	139.817	139.892	1267	0	4
2020.08.26	00:00:00	139.895	139.895	139.747	139.851	1046	0	35
2020.08.26	01:00:00	139.851	139.891	139.817	139.823	1025	0	18
2020.08.26	02:00:00	139.822	139.942	139.821	139.902	1292	0	4
2020.08.26	03:00:00	139.905	140.129	139.890	139.930	3516	0	3
2020.08.26	04:00:00	139.929	140.042	139.872	140.009	2307	0	3
2020.08.26	05:00:00	140.009	140.014	139.829	139.865	1912	0	1
2020.08.26	06:00:00	139.865	139.896	139.776	139.797	1951	0	2
2020.08.26	07:00:00	139.797	139.854	139.733	139.758	1218	0	1
2020.08.26	08:00:00	139.757	139.783	139.635	139.705	1614	0	1
2020.08.26	09:00:00	139.700	139.863	139.694	139.756	2807	0	1
2020.08.26	10:00:00	139.754	139.882	139.676	139.745	4823	0	1
2020.08.26	11:00:00	139.744	139.807	139.649	139.750	4350	0	3
2020.08.26	12:00:00	139.751	139.819	139.640	139.701	3765	0	4
2020.08.26	13:00:00	139.699	139.850	139.684	139.764	3153	0	1
2020.08.26	14:00:00	139.763	139.820	139.682	139.732	3151	0	1
2020.08.26	15:00:00	139.737	139.792	139.630	139.733	4467	0	4
2020.08.26	16:00:00	139.734	140.146	139.718	140.131	5046	0	0
2020.08.26	17:00:00	140.132	140.302	140.018	140.024	5560	0	1
2020.08.26	18:00:00	140.022	140.030	139.829	139.930	2988	0	1
2020.08.26	19:00:00	139.930	140.135	139.892	140.071	2670	0	5
2020.08.26	20:00:00	140.069	140.132	139.876	139.888	2455	0	5
2020.08.26	21:00:00	139.888	139.977	139.853	139.853	2153	0	2
2020.08.26	22:00:00	139.853	140.026	139.836	139.999	2295	0	7
2020.08.26	23:00:00	139.997	140.029	139.947	139.994	1253	0	9
2020.08.27	00:00:00	139.989	139.989	139.878	139.962	3119	0	62
2020.08.27	01:00:00	139.962	139.984	139.870	139.955	2052	0	1
2020.08.27	02:00:00	139.955	139.996	139.893	139.946	1940	0	1
2020.08.27	03:00:00	139.939	139.971	139.828	139.971	2385	0	5
2020.08.27	04:00:00	139.968	140.109	139.925	139.995	3170	0	3
2020.08.27	05:00:00	139.997	140.102	139.884	139.884	2623	0	5
2020.08.27	06:00:00	139.883	140.019	139.871	139.984	1686	0	2
2020.08.27	07:00:00	139.984	140.046	139.928	139.946	1669	0	4
2020.08.27	08:00:00	139.947	140.063	139.937	140.047	1786	0	3
2020.08.27	09:00:00	140.045	140.075	139.929	140.023	3045	0	1
2020.08.27	10:00:00	140.023	140.244	139.976	140.119	4241	0	1
2020.08.27	11:00:00	140.120	140.263	140.004	140.122	4686	0	0
2020.08.27	12:00:00	140.122	140.149	139.990	139.999	3188	0	1
2020.08.27	13:00:00	139.999	140.033	139.844	139.850	3368	0	1
2020.08.27	14:00:00	139.850	140.075	139.691	140.016	3751	0	1
2020.08.27	15:00:00	140.013	140.248	139.896	140.206	4559	0	0
2020.08.27	16:00:00	140.208	140.393	140.020	140.245	11709	0	0
2020.08.27	17:00:00	140.245	140.414	140.017	140.376	9491	0	0
2020.08.27	18:00:00	140.373	140.784	140.351	140.769	6597	0	1
2020.08.27	19:00:00	140.770	140.833	140.609	140.632	4365	0	5
2020.08.27	20:00:00	140.632	140.769	140.554	140.766	2846	0	10
2020.08.27	21:00:00	140.766	140.854	140.735	140.759	2153	0	8
2020.08.27	22:00:00	140.760	140.781	140.679	140.684	2595	0	3
2020.08.27	23:00:00	140.684	140.735	140.635	140.642	1450	0	2
2020.08.28	00:00:00	140.654	140.687	140.484	140.663	2089	0	44
2020.08.28	01:00:00	140.665	140.702	140.575	140.682	986	0	2
2020.08.28	02:00:00	140.682	140.796	140.612	140.777	1676	0	6
2020.08.28	03:00:00	140.781	140.857	140.686	140.757	3632	0	1
2020.08.28	04:00:00	140.757	141.116	140.713	141.106	2841	0	0
2020.08.28	05:00:00	141.106	141.314	141.101	141.301	3089	0	0
2020.08.28	06:00:00	141.302	141.607	141.302	141.578	3061	0	1
2020.08.28	07:00:00	141.577	141.599	141.367	141.447	2380	0	1
2020.08.28	08:00:00	141.447	141.480	140.732	140.930	7031	0	0
2020.08.28	09:00:00	140.929	141.004	140.765	140.795	5358	0	0
2020.08.28	10:00:00	140.795	140.916	140.686	140.734	6931	0	1
2020.08.28	11:00:00	140.735	140.774	140.545	140.589	6125	0	1
2020.08.28	12:00:00	140.589	140.668	140.121	140.249	5120	0	1
2020.08.28	13:00:00	140.249	140.480	140.035	140.148	4485	0	1
2020.08.28	14:00:00	140.148	140.273	140.113	140.241	4926	0	1
2020.08.28	15:00:00	140.241	140.277	140.017	140.062	5005	0	1
2020.08.28	16:00:00	140.062	140.291	140.056	140.145	5828	0	0
2020.08.28	17:00:00	140.144	140.435	140.023	140.367	7143	0	1
2020.08.28	18:00:00	140.365	140.597	140.352	140.468	4497	0	1
2020.08.28	19:00:00	140.471	140.575	140.439	140.465	2761	0	5
2020.08.28	20:00:00	140.462	140.585	140.458	140.558	2517	0	0
2020.08.28	21:00:00	140.558	140.656	140.522	140.640	2325	0	4
2020.08.28	22:00:00	140.636	140.707	140.560	140.692	2411	0	3
2020.08.28	23:00:00	140.698	140.718	140.617	140.640	1083	0	11
2020.08.31	00:00:00	140.589	140.758	140.487	140.725	678	0	12
2020.08.31	01:00:00	140.728	141.140	140.652	140.991	3529	0	6
2020.08.31	02:00:00	140.988	140.988	140.823	140.937	2697	0	3
2020.08.31	03:00:00	140.938	140.938	140.598	140.662	4905	0	0
2020.08.31	04:00:00	140.655	140.862	140.495	140.817	3920	0	1
2020.08.31	05:00:00	140.812	140.888	140.695	140.885	2674	0	5
2020.08.31	06:00:00	140.884	140.916	140.765	140.910	2071	0	3
2020.08.31	07:00:00	140.905	140.998	140.864	140.937	1958	0	2
2020.08.31	08:00:00	140.936	140.951	140.786	140.864	2470	0	5
2020.08.31	09:00:00	140.864	140.908	140.762	140.882	3306	0	0
2020.08.31	10:00:00	140.879	141.021	140.814	140.876	5077	0	1
2020.08.31	11:00:00	140.874	141.019	140.729	140.972	4562	0	1
2020.08.31	12:00:00	140.972	141.022	140.805	140.993	4290	0	1
2020.08.31	13:00:00	140.993	141.127	140.963	141.028	3448	0	0
2020.08.31	14:00:00	141.028	141.304	141.022	141.226	3503	0	3
2020.08.31	15:00:00	141.226	141.236	141.000	141.199	3534	0	0
2020.08.31	16:00:00	141.199	141.416	141.137	141.270	4816	0	0
2020.08.31	17:00:00	141.271	142.028	141.260	141.983	6644	0	0
2020.08.31	18:00:00	141.983	142.040	141.385	141.569	5179	0	0
2020.08.31	19:00:00	141.571	141.613	141.511	141.551	3013	0	4
2020.08.31	20:00:00	141.552	141.631	141.528	141.585	1793	0	2
2020.08.31	21:00:00	141.588	141.632	141.542	141.624	2441	0	8
2020.08.31	22:00:00	141.626	141.626	141.466	141.535	2833	0	5
2020.08.31	23:00:00	141.528	141.625	141.500	141.575	1590	0	3
2020.09.01	00:00:00	141.553	141.625	141.500	141.501	1137	0	53
2020.09.01	01:00:00	141.501	141.554	141.457	141.498	1550	0	2
2020.09.01	02:00:00	141.499	141.670	141.477	141.645	1526	0	10
2020.09.01	03:00:00	141.650	141.741	141.356	141.368	2796	0	1
2020.09.01	04:00:00	141.367	141.616	141.326	141.612	3906	0	1
2020.09.01	05:00:00	141.617	141.666	141.497	141.627	4427	0	7
2020.09.01	06:00:00	141.627	141.694	141.603	141.688	2437	0	1
2020.09.01	07:00:00	141.688	141.786	141.653	141.771	1993	0	3
2020.09.01	08:00:00	141.771	141.834	141.693	141.741	2869	0	5
2020.09.01	09:00:00	141.740	141.811	141.654	141.695	4293	0	2
2020.09.01	10:00:00	141.693	142.012	141.586	141.930	6101	0	1
2020.09.01	11:00:00	141.927	141.968	141.795	141.898	5935	0	1
2020.09.01	12:00:00	141.898	142.186	141.877	142.182	4563	0	1
2020.09.01	13:00:00	142.182	142.541	142.163	142.451	4296	0	1
2020.09.01	14:00:00	142.451	142.712	142.451	142.632	4717	0	1
2020.09.01	15:00:00	142.636	142.691	142.510	142.564	4303	0	4
2020.09.01	16:00:00	142.564	142.595	142.230	142.265	6720	0	1
2020.09.01	17:00:00	142.261	142.586	142.259	142.543	8247	0	0
2020.09.01	18:00:00	142.545	142.550	142.128	142.181	4328	0	1
2020.09.01	19:00:00	142.180	142.186	141.876	141.972	3291	0	1
2020.09.01	20:00:00	141.972	141.982	141.768	141.814	3639	0	1
2020.09.01	21:00:00	141.814	141.874	141.727	141.814	2737	0	1
2020.09.01	22:00:00	141.815	141.815	141.717	141.770	2579	0	1
2020.09.01	23:00:00	141.770	141.850	141.720	141.787	1191	0	3
2020.09.02	00:00:00	141.788	141.929	141.646	141.718	1141	0	14
2020.09.02	01:00:00	141.720	141.914	141.714	141.883	827	0	1
2020.09.02	02:00:00	141.883	141.911	141.814	141.906	457	0	1
2020.09.02	03:00:00	141.906	141.960	141.835	141.894	2535	0	1
2020.09.02	04:00:00	141.894	141.901	141.703	141.884	3925	0	1
2020.09.02	05:00:00	141.884	141.900	141.809	141.881	2210	0	1
2020.09.02	06:00:00	141.881	141.892	141.779	141.883	1654	0	9
2020.09.02	07:00:00	141.879	141.918	141.811	141.863	1562	0	5
2020.09.02	08:00:00	141.862	141.908	141.836	141.888	1833	0	8
2020.09.02	09:00:00	141.886	141.894	141.638	141.759	2873	0	1
2020.09.02	10:00:00	141.755	141.756	141.331	141.455	5239	0	1
2020.09.02	11:00:00	141.455	141.808	141.446	141.672	4812	0	1
2020.09.02	12:00:00	141.672	141.842	141.641	141.813	4052	0	0
2020.09.02	13:00:00	141.813	141.954	141.774	141.913	3224	0	1
2020.09.02	14:00:00	141.913	141.949	141.642	141.779	3576	0	1
2020.09.02	15:00:00	141.779	141.882	141.600	141.740	5161	0	1
2020.09.02	16:00:00	141.740	141.753	141.348	141.387	5885	0	1
2020.09.02	17:00:00	141.386	141.428	141.062	141.200	6187	0	1
2020.09.02	18:00:00	141.201	141.363	141.015	141.348	4871	0	1
2020.09.02	19:00:00	141.349	141.525	141.282	141.501	3086	0	1
2020.09.02	20:00:00	141.502	141.564	141.454	141.524	2761	0	4
2020.09.02	21:00:00	141.523	141.603	141.471	141.599	2767	0	3
2020.09.02	22:00:00	141.599	141.723	141.569	141.706	2406	0	1
2020.09.02	23:00:00	141.706	141.792	141.664	141.757	1570	0	1
2020.09.03	00:00:00	141.763	141.763	141.595	141.734	542	0	27
2020.09.03	01:00:00	141.747	141.841	141.691	141.836	1210	0	2
2020.09.03	02:00:00	141.836	141.867	141.757	141.761	1156	0	1
2020.09.03	03:00:00	141.761	141.774	141.566	141.574	2707	0	1
2020.09.03	04:00:00	141.574	141.654	141.494	141.636	3033	0	1
2020.09.03	05:00:00	141.636	141.713	141.570	141.614	2151	0	1
2020.09.03	06:00:00	141.614	141.634	141.534	141.618	1103	0	1
2020.09.03	07:00:00	141.618	141.648	141.480	141.520	2109	0	1
2020.09.03	08:00:00	141.518	141.532	141.285	141.308	2916	0	1
2020.09.03	09:00:00	141.301	141.398	141.121	141.170	4589	0	1
2020.09.03	10:00:00	141.164	141.322	141.076	141.261	4587	0	1
2020.09.03	11:00:00	141.261	141.510	141.146	141.497	4405	0	1
2020.09.03	12:00:00	141.496	141.511	141.198	141.235	4553	0	1
2020.09.03	13:00:00	141.235	141.340	141.062	141.076	4505	0	2
2020.09.03	14:00:00	141.076	141.177	141.023	141.127	3468	0	1
2020.09.03	15:00:00	141.130	141.391	141.056	141.161	5071	0	1
2020.09.03	16:00:00	141.165	141.405	141.102	141.356	4837	0	4
2020.09.03	17:00:00	141.356	141.390	140.921	141.011	7553	0	1
2020.09.03	18:00:00	141.012	141.055	140.470	140.748	7423	0	0
2020.09.03	19:00:00	140.746	140.860	140.598	140.718	4012	0	5
2020.09.03	20:00:00	140.719	140.796	140.596	140.761	2720	0	0
2020.09.03	21:00:00	140.757	140.882	140.728	140.759	3099	0	2
2020.09.03	22:00:00	140.758	140.965	140.758	140.931	3001	0	7
2020.09.03	23:00:00	140.921	141.024	140.917	141.006	1222	0	1
2020.09.04	00:00:00	141.010	141.126	140.698	140.934	322	0	0
2020.09.04	01:00:00	140.934	140.970	140.887	140.893	1464	0	20
2020.09.04	02:00:00	140.893	140.898	140.654	140.703	1706	0	0
2020.09.04	03:00:00	140.703	140.961	140.699	140.914	3464	0	1
2020.09.04	04:00:00	140.914	141.134	140.895	141.108	2739	0	1
2020.09.04	05:00:00	141.114	141.138	140.994	141.009	1802	0	1
2020.09.04	06:00:00	141.009	141.083	140.980	141.003	1383	0	10
2020.09.04	07:00:00	141.003	141.017	140.942	140.950	1416	0	5
2020.09.04	08:00:00	140.952	141.012	140.857	140.929	1610	0	5
2020.09.04	09:00:00	140.919	140.960	140.732	140.749	3016	0	1
2020.09.04	10:00:00	140.749	141.180	140.695	141.122	5261	0	2
2020.09.04	11:00:00	141.122	141.395	141.096	141.360	3995	0	1
2020.09.04	12:00:00	141.368	141.432	141.137	141.221	3109	0	1
2020.09.04	13:00:00	141.221	141.253	140.922	141.018	2896	0	1
2020.09.04	14:00:00	141.016	141.075	140.731	140.815	3630	0	1
2020.09.04	15:00:00	140.816	141.118	140.651	140.723	6519	0	1
2020.09.04	16:00:00	140.720	140.751	140.471	140.516	6914	0	1
2020.09.04	17:00:00	140.516	140.648	140.110	140.392	8952	0	0
2020.09.04	18:00:00	140.386	140.728	140.305	140.697	6455	0	1
2020.09.04	19:00:00	140.700	140.753	140.630	140.729	3454	0	2
2020.09.04	20:00:00	140.729	140.907	140.691	140.869	2368	0	4
2020.09.04	21:00:00	140.867	141.156	140.812	141.141	2507	0	4
2020.09.04	22:00:00	141.141	141.179	141.017	141.069	2315	0	2
2020.09.04	23:00:00	141.070	141.106	141.032	141.035	980	0	3
2020.09.07	00:00:00	140.824	140.932	140.754	140.815	313	0	23
2020.09.07	01:00:00	140.815	140.864	140.631	140.820	1938	0	0
2020.09.07	02:00:00	140.822	140.878	140.737	140.828	1623	0	5
2020.09.07	03:00:00	140.828	140.989	140.762	140.958	2641	0	1
2020.09.07	04:00:00	140.957	140.981	140.810	140.810	2499	0	3
2020.09.07	05:00:00	140.812	140.824	140.649	140.708	2035	0	6
2020.09.07	06:00:00	140.708	140.768	140.688	140.754	975	0	4
2020.09.07	07:00:00	140.758	140.758	140.540	140.555	1229	0	2
2020.09.07	08:00:00	140.557	140.602	140.375	140.471	1194	0	1
2020.09.07	09:00:00	140.471	140.544	140.227	140.254	2701	0	1
2020.09.07	10:00:00	140.250	140.505	140.232	140.480	3959	0	1
2020.09.07	11:00:00	140.479	140.554	140.006	140.085	3808	0	1
2020.09.07	12:00:00	140.081	140.187	139.910	140.110	3264	0	1
2020.09.07	13:00:00	140.112	140.115	139.644	139.695	3214	0	1
2020.09.07	14:00:00	139.693	139.916	139.653	139.861	2412	0	1
2020.09.07	15:00:00	139.860	139.863	139.659	139.746	2669	0	1
2020.09.07	16:00:00	139.746	139.826	139.589	139.755	2946	0	2
2020.09.07	17:00:00	139.753	140.064	139.728	140.043	3123	0	5
2020.09.07	18:00:00	140.039	140.072	139.819	139.900	1933	0	5
2020.09.07	19:00:00	139.900	140.033	139.882	140.025	1161	0	4
2020.09.07	20:00:00	140.024	140.024	139.874	139.934	2353	0	1
2020.09.07	21:00:00	139.934	139.976	139.906	139.963	1542	0	21
2020.09.07	22:00:00	139.962	139.970	139.893	139.904	1834	0	22
2020.09.07	23:00:00	139.904	139.977	139.841	139.847	790	0	22
2020.09.08	00:00:00	139.800	139.955	139.797	139.873	361	0	3
2020.09.08	01:00:00	139.873	139.975	139.828	139.966	798	0	11
2020.09.08	02:00:00	139.967	139.968	139.876	139.898	1037	0	8
2020.09.08	03:00:00	139.898	139.913	139.738	139.779	2171	0	7
2020.09.08	04:00:00	139.781	139.833	139.649	139.694	2452	0	2
2020.09.08	05:00:00	139.694	139.781	139.677	139.710	1506	0	6
2020.09.08	06:00:00	139.710	139.765	139.685	139.727	921	0	6
2020.09.08	07:00:00	139.726	139.739	139.555	139.605	1181	0	5
2020.09.08	08:00:00	139.605	139.686	139.472	139.676	1461	0	4
2020.09.08	09:00:00	139.682	139.779	139.538	139.619	3756	0	1
2020.09.08	10:00:00	139.616	139.702	139.451	139.629	4085	0	3
2020.09.08	11:00:00	139.629	139.663	139.264	139.283	3963	0	4
2020.09.08	12:00:00	139.283	139.370	138.901	138.954	4701	0	3
2020.09.08	13:00:00	138.954	138.961	138.453	138.815	5413	0	0
2020.09.08	14:00:00	138.815	138.905	138.447	138.535	4464	0	4
2020.09.08	15:00:00	138.535	138.547	138.035	138.185	5728	0	1
2020.09.08	16:00:00	138.183	138.257	137.871	138.098	7008	0	0
2020.09.08	17:00:00	138.097	138.379	137.971	137.974	7362	0	2
2020.09.08	18:00:00	137.976	138.181	137.926	138.164	5120	0	6
2020.09.08	19:00:00	138.160	138.226	138.111	138.182	2638	0	4
2020.09.08	20:00:00	138.182	138.205	137.898	137.944	1995	0	3
2020.09.08	21:00:00	137.944	137.965	137.674	137.754	2088	0	2
2020.09.08	22:00:00	137.756	137.806	137.675	137.742	2752	0	5
2020.09.08	23:00:00	137.742	137.794	137.610	137.614	1027	0	5
2020.09.09	00:00:00	137.622	137.690	137.481	137.481	849	0	0
2020.09.09	01:00:00	137.481	137.481	137.043	137.379	1730	0	1
2020.09.09	02:00:00	137.379	137.474	137.349	137.383	2270	0	1
2020.09.09	03:00:00	137.382	137.425	137.204	137.425	3000	0	1
2020.09.09	04:00:00	137.425	137.426	137.195	137.314	2878	0	5
2020.09.09	05:00:00	137.319	137.322	137.195	137.238	1799	0	6
2020.09.09	06:00:00	137.238	137.348	137.236	137.348	1767	0	4
2020.09.09	07:00:00	137.346	137.382	137.263	137.316	1232	0	8
2020.09.09	08:00:00	137.316	137.416	137.308	137.330	1208	0	4
2020.09.09	09:00:00	137.325	137.358	136.736	136.833	4523	0	2
2020.09.09	10:00:00	136.832	137.220	136.774	137.207	5400	0	4
2020.09.09	11:00:00	137.209	137.379	137.129	137.131	4906	0	0
2020.09.09	12:00:00	137.131	137.341	137.059	137.301	3787	0	6
2020.09.09	13:00:00	137.301	137.443	137.149	137.205	3434	0	2
2020.09.09	14:00:00	137.204	137.408	136.805	136.899	4473	0	4
2020.09.09	15:00:00	136.899	137.845	136.852	137.433	6266	0	1
2020.09.09	16:00:00	137.431	138.168	137.341	138.049	7405	0	1
2020.09.09	17:00:00	138.048	138.185	137.763	138.028	7459	0	2
2020.09.09	18:00:00	138.028	138.306	138.028	138.223	4092	0	4
2020.09.09	19:00:00	138.223	138.276	138.155	138.258	2397	0	5
2020.09.09	20:00:00	138.258	138.354	137.934	137.979	2502	0	3
2020.09.09	21:00:00	137.981	138.032	137.918	137.959	1662	0	8
2020.09.09	22:00:00	137.965	138.138	137.953	138.039	1789	0	10
2020.09.09	23:00:00	138.038	138.082	138.004	138.029	1069	0	12
2020.09.10	00:00:00	137.970	138.033	137.851	137.949	2255	0	31
2020.09.10	01:00:00	137.945	138.156	137.924	138.121	1118	0	1
2020.09.10	02:00:00	138.125	138.139	138.053	138.079	1000	0	10
2020.09.10	03:00:00	138.079	138.152	137.941	137.966	2632	0	5
2020.09.10	04:00:00	137.962	137.991	137.767	137.914	2277	0	1
2020.09.10	05:00:00	137.914	137.954	137.820	137.909	1950	0	6
2020.09.10	06:00:00	137.909	137.926	137.831	137.868	1962	0	6
2020.09.10	07:00:00	137.869	137.869	137.798	137.835	1131	0	4
2020.09.10	08:00:00	137.835	138.138	137.835	138.059	1692	0	1
2020.09.10	09:00:00	138.059	138.353	138.008	138.041	3180	0	2
2020.09.10	10:00:00	138.041	138.081	137.811	137.839	4851	0	2
2020.09.10	11:00:00	137.839	138.069	137.746	138.041	3661	0	6
2020.09.10	12:00:00	138.041	138.278	138.009	138.186	3601	0	1
2020.09.10	13:00:00	138.186	138.282	138.097	138.147	3150	0	4
2020.09.10	14:00:00	138.146	138.165	137.430	137.572	4905	0	2
2020.09.10	15:00:00	137.573	137.756	137.117	137.513	8446	0	0
2020.09.10	16:00:00	137.513	137.713	137.245	137.359	6994	0	1
2020.09.10	17:00:00	137.360	137.409	136.553	136.600	6964	0	2
2020.09.10	18:00:00	136.600	136.859	136.349	136.401	5812	0	1
2020.09.10	19:00:00	136.403	136.427	135.726	136.217	5266	0	1
2020.09.10	20:00:00	136.217	136.428	136.091	136.169	4084	0	2
2020.09.10	21:00:00	136.164	136.211	135.826	135.826	3988	0	4
2020.09.10	22:00:00	135.825	135.843	135.561	135.695	3553	0	2
2020.09.10	23:00:00	135.690	136.020	135.686	135.885	1520	0	1
2020.09.11	00:00:00	135.883	135.887	135.767	135.847	3055	0	26
2020.09.11	01:00:00	135.852	136.099	135.852	136.072	1253	0	4
2020.09.11	02:00:00	136.072	136.072	135.932	135.939	1230	0	4
2020.09.11	03:00:00	135.942	135.976	135.769	135.872	2612	0	1
2020.09.11	04:00:00	135.876	136.037	135.861	136.004	2362	0	3
2020.09.11	05:00:00	136.002	136.091	135.972	136.082	1951	0	10
2020.09.11	06:00:00	136.082	136.190	135.992	136.188	1846	0	5
2020.09.11	07:00:00	136.185	136.232	136.071	136.095	1626	0	5
2020.09.11	08:00:00	136.095	136.217	136.086	136.202	1521	0	2
2020.09.11	09:00:00	136.192	136.206	136.007	136.206	3333	0	3
2020.09.11	10:00:00	136.206	136.578	136.101	136.302	5033	0	1
2020.09.11	11:00:00	136.302	136.444	135.737	135.801	5124	0	0
2020.09.11	12:00:00	135.801	135.933	135.570	135.890	5046	0	3
2020.09.11	13:00:00	135.889	136.309	135.801	136.231	4413	0	2
2020.09.11	14:00:00	136.232	136.586	136.095	136.151	4050	0	0
2020.09.11	15:00:00	136.147	136.234	135.917	135.979	4754	0	2
2020.09.11	16:00:00	135.982	135.997	135.600	135.764	5241	0	4
2020.09.11	17:00:00	135.765	136.094	135.649	135.726	5995	0	1
2020.09.11	18:00:00	135.726	135.980	135.652	135.748	3886	0	1
2020.09.11	19:00:00	135.749	135.958	135.683	135.761	2739	0	2
2020.09.11	20:00:00	135.760	135.818	135.643	135.745	2592	0	1
2020.09.11	21:00:00	135.745	135.793	135.645	135.710	2975	0	11
2020.09.11	22:00:00	135.710	135.830	135.679	135.762	3498	0	7
2020.09.11	23:00:00	135.762	135.835	135.719	135.825	866	0	15
2020.09.14	00:00:00	135.560	135.801	135.508	135.766	468	0	6
2020.09.14	01:00:00	135.770	135.951	135.669	135.890	1106	0	0
2020.09.14	02:00:00	135.886	135.942	135.842	135.942	1244	0	9
2020.09.14	03:00:00	135.942	135.952	135.775	135.811	2108	0	1
2020.09.14	04:00:00	135.811	135.956	135.806	135.950	1534	0	2
2020.09.14	05:00:00	135.950	136.132	135.919	136.046	1831	0	6
2020.09.14	06:00:00	136.048	136.072	135.989	135.997	928	0	9
2020.09.14	07:00:00	135.998	135.998	135.903	135.935	791	0	3
2020.09.14	08:00:00	135.935	136.083	135.836	136.070	1681	0	5
2020.09.14	09:00:00	136.067	136.067	135.880	136.013	2855	0	3
2020.09.14	10:00:00	136.013	136.169	135.942	136.113	4031	0	5
2020.09.14	11:00:00	136.113	136.308	136.072	136.163	3964	0	7
2020.09.14	12:00:00	136.163	136.329	136.122	136.207	3434	0	1
2020.09.14	13:00:00	136.207	136.450	136.154	136.414	4015	0	1
2020.09.14	14:00:00	136.417	136.537	136.337	136.491	2993	0	3
2020.09.14	15:00:00	136.493	136.511	136.181	136.377	3338	0	2
2020.09.14	16:00:00	136.377	136.583	136.232	136.277	5609	0	0
2020.09.14	17:00:00	136.274	136.404	135.863	136.091	5376	0	1
2020.09.14	18:00:00	136.087	136.207	135.968	136.064	3200	0	1
2020.09.14	19:00:00	136.065	136.106	135.904	135.948	2008	0	6
2020.09.14	20:00:00	135.949	135.973	135.864	135.963	2164	0	5
2020.09.14	21:00:00	135.963	135.973	135.824	135.878	1825	0	4
2020.09.14	22:00:00	135.878	135.985	135.857	135.881	1850	0	3
2020.09.14	23:00:00	135.881	135.907	135.769	135.808	842	0	5
2020.09.15	00:00:00	135.802	135.828	135.627	135.811	591	0	23
2020.09.15	01:00:00	135.811	135.879	135.759	135.870	283	0	8
2020.09.15	02:00:00	135.870	135.878	135.802	135.842	611	0	4
2020.09.15	03:00:00	135.842	135.855	135.635	135.685	2194	0	2
2020.09.15	04:00:00	135.687	135.693	135.416	135.553	2746	0	1
2020.09.15	05:00:00	135.553	135.721	135.537	135.721	1759	0	4
2020.09.15	06:00:00	135.721	135.888	135.721	135.884	1374	0	2
