<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.31	23:00:00	143.071	143.125	143.022	143.102	2841	0	14
2020.02.03	00:00:00	142.820	142.901	142.707	142.777	827	0	12
2020.02.03	01:00:00	142.777	142.915	142.745	142.858	2867	0	6
2020.02.03	02:00:00	142.858	143.066	142.810	142.939	3508	0	7
2020.02.03	03:00:00	142.939	143.100	142.838	143.040	5352	0	8
2020.02.03	04:00:00	143.040	143.053	142.888	142.904	3230	0	9
2020.02.03	05:00:00	142.906	142.921	142.764	142.822	2428	0	9
2020.02.03	06:00:00	142.822	142.893	142.789	142.797	1189	0	9
2020.02.03	07:00:00	142.796	142.900	142.790	142.856	1269	0	13
2020.02.03	08:00:00	142.856	142.856	142.722	142.752	1372	0	9
2020.02.03	09:00:00	142.752	142.933	142.711	142.766	3364	0	8
2020.02.03	10:00:00	142.766	142.816	142.409	142.466	5330	0	7
2020.02.03	11:00:00	142.466	142.467	141.927	141.934	4336	0	6
2020.02.03	12:00:00	141.934	141.939	141.564	141.586	4687	0	6
2020.02.03	13:00:00	141.586	141.846	141.583	141.739	4141	0	7
2020.02.03	14:00:00	141.736	141.766	141.629	141.669	2927	0	7
2020.02.03	15:00:00	141.668	141.832	141.602	141.742	3772	0	6
2020.02.03	16:00:00	141.742	141.747	141.363	141.488	5078	0	7
2020.02.03	17:00:00	141.492	141.680	141.363	141.454	7030	0	6
2020.02.03	18:00:00	141.455	141.503	141.111	141.226	4999	0	7
2020.02.03	19:00:00	141.225	141.351	141.065	141.314	3738	0	6
2020.02.03	20:00:00	141.313	141.365	141.076	141.206	2993	0	7
2020.02.03	21:00:00	141.207	141.283	141.109	141.256	2748	0	6
2020.02.03	22:00:00	141.257	141.314	141.143	141.201	2390	0	8
2020.02.03	23:00:00	141.198	141.307	141.178	141.199	1555	0	13
2020.02.04	00:00:00	141.199	141.228	141.118	141.223	2294	0	33
2020.02.04	01:00:00	141.223	141.229	141.104	141.165	1452	0	8
2020.02.04	02:00:00	141.166	141.173	141.051	141.069	2297	0	7
2020.02.04	03:00:00	141.069	141.230	140.957	141.201	3941	0	7
2020.02.04	04:00:00	141.201	141.201	141.063	141.178	2520	0	10
2020.02.04	05:00:00	141.178	141.404	141.124	141.290	2729	0	7
2020.02.04	06:00:00	141.290	141.546	141.287	141.431	2092	0	9
2020.02.04	07:00:00	141.431	141.692	141.415	141.598	2467	0	7
2020.02.04	08:00:00	141.598	141.698	141.490	141.532	2620	0	7
2020.02.04	09:00:00	141.529	141.529	140.921	141.021	4547	0	6
2020.02.04	10:00:00	141.022	141.624	141.011	141.601	5559	0	6
2020.02.04	11:00:00	141.600	142.072	141.534	141.981	5205	0	6
2020.02.04	12:00:00	141.981	142.010	141.710	141.750	3297	0	8
2020.02.04	13:00:00	141.742	141.922	141.721	141.880	2998	0	8
2020.02.04	14:00:00	141.880	142.036	141.844	141.997	4187	0	6
2020.02.04	15:00:00	141.998	142.355	141.928	142.255	5664	0	6
2020.02.04	16:00:00	142.255	142.289	142.064	142.256	5914	0	6
2020.02.04	17:00:00	142.256	142.515	142.207	142.410	5507	0	6
2020.02.04	18:00:00	142.409	142.546	142.326	142.531	3613	0	7
2020.02.04	19:00:00	142.531	142.674	142.517	142.641	2565	0	6
2020.02.04	20:00:00	142.638	142.833	142.636	142.764	2060	0	7
2020.02.04	21:00:00	142.764	142.834	142.728	142.751	2038	0	8
2020.02.04	22:00:00	142.748	142.798	142.647	142.677	2057	0	6
2020.02.04	23:00:00	142.677	142.732	142.634	142.707	1642	0	7
2020.02.05	00:00:00	142.707	142.723	142.577	142.596	1863	0	27
2020.02.05	01:00:00	142.596	142.691	142.565	142.602	1126	0	7
2020.02.05	02:00:00	142.602	142.685	142.480	142.548	2628	0	7
2020.02.05	03:00:00	142.548	142.585	142.372	142.579	3283	0	8
2020.02.05	04:00:00	142.580	142.589	142.424	142.478	2323	0	12
2020.02.05	05:00:00	142.478	142.551	142.440	142.519	1635	0	11
2020.02.05	06:00:00	142.521	142.571	142.485	142.511	1128	0	11
2020.02.05	07:00:00	142.510	142.511	142.389	142.450	1652	0	7
2020.02.05	08:00:00	142.449	142.508	142.406	142.417	1616	0	9
2020.02.05	09:00:00	142.414	142.584	142.231	142.535	3424	0	7
2020.02.05	10:00:00	142.533	143.077	142.490	142.938	7704	0	6
2020.02.05	11:00:00	142.935	143.372	142.818	143.326	7175	0	6
2020.02.05	12:00:00	143.323	143.323	143.039	143.125	3868	0	6
2020.02.05	13:00:00	143.124	143.261	143.064	143.105	4752	0	6
2020.02.05	14:00:00	143.104	143.155	143.002	143.108	3857	0	6
2020.02.05	15:00:00	143.108	143.252	142.609	142.806	5948	0	7
2020.02.05	16:00:00	142.806	142.841	142.220	142.337	6919	0	6
2020.02.05	17:00:00	142.337	142.556	142.300	142.501	7394	0	6
2020.02.05	18:00:00	142.499	142.683	142.413	142.651	4077	0	7
2020.02.05	19:00:00	142.650	142.772	142.646	142.735	2618	0	6
2020.02.05	20:00:00	142.735	142.755	142.682	142.718	1892	0	7
2020.02.05	21:00:00	142.719	142.721	142.586	142.649	2117	0	9
2020.02.05	22:00:00	142.657	142.687	142.614	142.683	1801	0	8
2020.02.05	23:00:00	142.686	142.775	142.664	142.767	1113	0	9
2020.02.06	00:00:00	142.785	142.785	142.626	142.691	627	0	33
2020.02.06	01:00:00	142.693	142.760	142.643	142.704	1436	0	11
2020.02.06	02:00:00	142.704	142.760	142.628	142.642	2392	0	8
2020.02.06	03:00:00	142.643	142.740	142.583	142.649	2994	0	9
2020.02.06	04:00:00	142.649	142.714	142.638	142.673	1916	0	10
2020.02.06	05:00:00	142.673	142.736	142.632	142.699	1835	0	9
2020.02.06	06:00:00	142.699	142.802	142.685	142.718	2262	0	12
2020.02.06	07:00:00	142.717	142.772	142.632	142.708	2300	0	6
2020.02.06	08:00:00	142.708	142.788	142.669	142.673	1780	0	9
2020.02.06	09:00:00	142.673	142.799	142.627	142.674	3044	0	7
2020.02.06	10:00:00	142.674	142.815	142.631	142.766	4276	0	7
2020.02.06	11:00:00	142.766	142.779	142.402	142.516	4084	0	7
2020.02.06	12:00:00	142.516	142.558	142.304	142.321	3402	0	7
2020.02.06	13:00:00	142.321	142.512	142.276	142.492	3496	0	7
2020.02.06	14:00:00	142.492	142.597	142.412	142.509	2537	0	8
2020.02.06	15:00:00	142.509	142.549	142.314	142.468	4431	0	7
2020.02.06	16:00:00	142.470	142.537	142.353	142.395	4957	0	6
2020.02.06	17:00:00	142.395	142.454	142.101	142.171	5719	0	6
2020.02.06	18:00:00	142.171	142.274	142.087	142.103	3990	0	6
2020.02.06	19:00:00	142.103	142.247	142.097	142.230	2458	0	6
2020.02.06	20:00:00	142.230	142.246	142.154	142.163	1571	0	8
2020.02.06	21:00:00	142.163	142.209	142.110	142.120	2042	0	6
2020.02.06	22:00:00	142.118	142.208	142.100	142.162	2176	0	7
2020.02.06	23:00:00	142.162	142.203	142.116	142.159	1462	0	11
2020.02.07	00:00:00	142.159	142.238	142.132	142.177	1618	0	19
2020.02.07	01:00:00	142.177	142.217	142.142	142.183	999	0	11
2020.02.07	02:00:00	142.186	142.198	141.968	142.125	2116	0	7
2020.02.07	03:00:00	142.125	142.221	142.076	142.189	3694	0	12
2020.02.07	04:00:00	142.188	142.287	142.165	142.230	2065	0	7
2020.02.07	05:00:00	142.229	142.278	142.196	142.201	1693	0	9
2020.02.07	06:00:00	142.201	142.221	142.159	142.205	1353	0	9
2020.02.07	07:00:00	142.204	142.241	142.177	142.194	2297	0	7
2020.02.07	08:00:00	142.193	142.342	142.179	142.326	2253	0	10
2020.02.07	09:00:00	142.325	142.366	142.144	142.169	4429	0	7
2020.02.07	10:00:00	142.169	142.193	142.007	142.101	5302	0	6
2020.02.07	11:00:00	142.105	142.185	141.934	141.939	3335	0	7
2020.02.07	12:00:00	141.940	142.049	141.835	141.922	4359	0	7
2020.02.07	13:00:00	141.921	142.083	141.868	142.017	2656	0	7
2020.02.07	14:00:00	142.016	142.248	142.016	142.247	2651	0	7
2020.02.07	15:00:00	142.247	142.307	141.927	141.976	5796	0	6
2020.02.07	16:00:00	141.972	142.041	141.808	141.911	6245	0	6
2020.02.07	17:00:00	141.921	142.103	141.838	142.038	5657	0	7
2020.02.07	18:00:00	142.038	142.038	141.609	141.715	4385	0	6
2020.02.07	19:00:00	141.716	141.729	141.606	141.657	2029	0	8
2020.02.07	20:00:00	141.657	141.657	141.500	141.500	1962	0	6
2020.02.07	21:00:00	141.500	141.506	141.404	141.409	2564	0	8
2020.02.07	22:00:00	141.415	141.507	141.401	141.434	2581	0	8
2020.02.07	23:00:00	141.434	141.486	141.386	141.413	2880	0	8
2020.02.10	00:00:00	141.337	141.501	141.323	141.418	1917	0	23
2020.02.10	01:00:00	141.417	141.474	141.233	141.292	3080	0	8
2020.02.10	02:00:00	141.292	141.436	141.273	141.379	3206	0	7
2020.02.10	03:00:00	141.379	141.604	141.332	141.546	3222	0	6
2020.02.10	04:00:00	141.546	141.734	141.535	141.684	2357	0	9
2020.02.10	05:00:00	141.684	141.733	141.550	141.553	1844	0	10
2020.02.10	06:00:00	141.552	141.631	141.492	141.614	1817	0	8
2020.02.10	07:00:00	141.614	141.702	141.609	141.690	1513	0	7
2020.02.10	08:00:00	141.688	141.738	141.637	141.682	1301	0	7
2020.02.10	09:00:00	141.678	141.686	141.327	141.359	3504	0	7
2020.02.10	10:00:00	141.362	141.556	141.319	141.533	4807	0	6
2020.02.10	11:00:00	141.533	141.722	141.485	141.668	4333	0	7
2020.02.10	12:00:00	141.664	141.963	141.611	141.852	4344	0	6
2020.02.10	13:00:00	141.852	142.038	141.816	141.871	3381	0	6
2020.02.10	14:00:00	141.872	141.970	141.775	141.926	3172	0	6
2020.02.10	15:00:00	141.926	142.084	141.820	141.882	4045	0	7
2020.02.10	16:00:00	141.882	142.056	141.757	142.042	4393	0	7
2020.02.10	17:00:00	142.040	142.049	141.774	141.815	4663	0	6
2020.02.10	18:00:00	141.812	141.849	141.721	141.803	3087	0	6
2020.02.10	19:00:00	141.802	141.803	141.581	141.597	2018	0	8
2020.02.10	20:00:00	141.597	141.685	141.592	141.670	1358	0	9
2020.02.10	21:00:00	141.669	141.699	141.638	141.683	1423	0	7
2020.02.10	22:00:00	141.683	141.723	141.643	141.683	1788	0	6
2020.02.10	23:00:00	141.681	141.756	141.674	141.747	966	0	8
2020.02.11	00:00:00	141.726	141.767	141.655	141.714	862	0	24
2020.02.11	01:00:00	141.715	141.788	141.710	141.771	1414	0	8
2020.02.11	02:00:00	141.769	141.826	141.692	141.794	1743	0	9
2020.02.11	03:00:00	141.794	141.932	141.781	141.870	1976	0	7
2020.02.11	04:00:00	141.870	141.970	141.809	141.929	1369	0	6
2020.02.11	05:00:00	141.929	141.938	141.891	141.928	1066	0	7
2020.02.11	06:00:00	141.928	141.928	141.848	141.885	768	0	10
2020.02.11	07:00:00	141.885	141.954	141.866	141.912	1308	0	7
2020.02.11	08:00:00	141.910	141.984	141.907	141.942	1400	0	9
2020.02.11	09:00:00	141.944	141.947	141.723	141.853	3206	0	7
2020.02.11	10:00:00	141.852	141.958	141.722	141.771	4335	0	7
2020.02.11	11:00:00	141.771	142.214	141.740	142.142	4886	0	7
2020.02.11	12:00:00	142.141	142.148	141.954	142.029	3166	0	7
2020.02.11	13:00:00	142.029	142.041	141.886	142.028	3128	0	7
2020.02.11	14:00:00	142.028	142.095	141.955	142.056	2876	0	7
2020.02.11	15:00:00	142.056	142.092	141.940	142.025	4895	0	7
2020.02.11	16:00:00	142.023	142.399	141.998	142.351	5388	0	6
2020.02.11	17:00:00	142.351	142.458	142.236	142.271	5461	0	7
2020.02.11	18:00:00	142.270	142.341	142.041	142.105	4268	0	6
2020.02.11	19:00:00	142.104	142.223	141.978	142.212	2702	0	6
2020.02.11	20:00:00	142.207	142.292	142.179	142.233	2331	0	6
2020.02.11	21:00:00	142.233	142.340	142.211	142.270	2597	0	10
2020.02.11	22:00:00	142.270	142.270	142.159	142.250	2353	0	9
2020.02.11	23:00:00	142.250	142.257	142.131	142.180	1166	0	10
2020.02.12	00:00:00	142.179	142.238	142.094	142.208	3833	0	44
2020.02.12	01:00:00	142.208	142.315	142.206	142.308	1208	0	10
2020.02.12	02:00:00	142.308	142.340	142.217	142.286	2672	0	7
2020.02.12	03:00:00	142.286	142.444	142.285	142.442	2639	0	9
2020.02.12	04:00:00	142.441	142.490	142.383	142.471	1662	0	7
2020.02.12	05:00:00	142.471	142.481	142.324	142.324	1076	0	9
2020.02.12	06:00:00	142.324	142.347	142.312	142.317	1210	0	7
2020.02.12	07:00:00	142.317	142.421	142.316	142.390	1231	0	10
2020.02.12	08:00:00	142.390	142.395	142.297	142.326	1574	0	13
2020.02.12	09:00:00	142.327	142.543	142.274	142.462	3200	0	7
2020.02.12	10:00:00	142.462	142.834	142.409	142.757	5022	0	6
2020.02.12	11:00:00	142.756	142.828	142.565	142.768	3967	0	7
2020.02.12	12:00:00	142.768	142.883	142.701	142.735	3014	0	7
2020.02.12	13:00:00	142.734	142.820	142.700	142.758	2676	0	9
2020.02.12	14:00:00	142.759	142.798	142.605	142.776	2735	0	7
2020.02.12	15:00:00	142.776	142.850	142.585	142.597	3522	0	7
2020.02.12	16:00:00	142.596	142.691	142.509	142.635	4154	0	6
2020.02.12	17:00:00	142.635	142.771	142.564	142.734	4751	0	6
2020.02.12	18:00:00	142.734	142.835	142.704	142.753	3481	0	6
2020.02.12	19:00:00	142.753	142.768	142.650	142.665	2449	0	7
2020.02.12	20:00:00	142.665	142.685	142.600	142.651	2017	0	8
2020.02.12	21:00:00	142.651	142.737	142.647	142.651	2512	0	7
2020.02.12	22:00:00	142.651	142.717	142.620	142.629	1901	0	6
2020.02.12	23:00:00	142.629	142.678	142.620	142.620	1328	0	7
2020.02.13	00:00:00	142.622	142.697	142.570	142.636	5727	0	22
2020.02.13	01:00:00	142.638	142.638	142.245	142.358	2509	0	6
2020.02.13	02:00:00	142.360	142.515	142.304	142.335	4632	0	6
2020.02.13	03:00:00	142.333	142.536	142.321	142.467	3297	0	7
2020.02.13	04:00:00	142.467	142.500	142.417	142.441	1674	0	7
2020.02.13	05:00:00	142.441	142.466	142.289	142.301	1693	0	9
2020.02.13	06:00:00	142.301	142.362	142.269	142.282	1840	0	9
2020.02.13	07:00:00	142.282	142.317	142.195	142.228	2194	0	6
2020.02.13	08:00:00	142.228	142.269	142.142	142.216	2519	0	7
2020.02.13	09:00:00	142.216	142.430	142.159	142.404	4098	0	6
2020.02.13	10:00:00	142.405	142.511	142.273	142.274	4858	0	6
2020.02.13	11:00:00	142.274	142.419	142.216	142.329	3694	0	6
2020.02.13	12:00:00	142.329	142.478	142.222	142.471	4273	0	6
2020.02.13	13:00:00	142.471	142.496	142.193	142.439	4548	0	3
2020.02.13	14:00:00	142.438	143.087	142.412	142.978	6440	0	3
2020.02.13	15:00:00	142.980	143.110	142.898	142.933	4693	0	3
2020.02.13	16:00:00	142.936	143.302	142.875	143.120	5052	0	3
2020.02.13	17:00:00	143.119	143.405	143.026	143.345	6685	0	3
2020.02.13	18:00:00	143.345	143.475	143.229	143.302	4339	0	3
2020.02.13	19:00:00	143.301	143.381	143.266	143.311	2753	0	3
2020.02.13	20:00:00	143.312	143.375	143.282	143.328	2684	0	5
2020.02.13	21:00:00	143.328	143.399	143.272	143.341	1836	0	5
2020.02.13	22:00:00	143.341	143.357	143.198	143.247	2065	0	3
2020.02.13	23:00:00	143.247	143.267	143.177	143.177	1384	0	6
2020.02.14	00:00:00	143.176	143.269	143.110	143.200	1800	0	36
2020.02.14	01:00:00	143.191	143.253	143.121	143.195	1966	0	5
2020.02.14	02:00:00	143.200	143.345	143.130	143.317	2698	0	6
2020.02.14	03:00:00	143.317	143.326	143.194	143.268	2816	0	5
2020.02.14	04:00:00	143.268	143.355	143.207	143.354	1712	0	3
2020.02.14	05:00:00	143.354	143.399	143.223	143.249	1643	0	6
2020.02.14	06:00:00	143.247	143.262	143.181	143.182	1033	0	8
2020.02.14	07:00:00	143.182	143.253	143.166	143.229	1697	0	4
2020.02.14	08:00:00	143.229	143.317	143.166	143.211	1743	0	5
2020.02.14	09:00:00	143.210	143.387	143.162	143.348	2909	0	5
2020.02.14	10:00:00	143.348	143.404	143.095	143.179	3839	0	4
2020.02.14	11:00:00	143.179	143.205	142.966	143.115	3886	0	4
2020.02.14	12:00:00	143.118	143.189	143.000	143.100	3150	0	5
2020.02.14	13:00:00	143.100	143.201	143.049	143.074	2920	0	5
2020.02.14	14:00:00	143.075	143.158	142.995	143.117	2889	0	3
2020.02.14	15:00:00	143.128	143.152	142.775	142.871	5334	0	3
2020.02.14	16:00:00	142.871	143.010	142.796	142.879	4436	0	3
2020.02.14	17:00:00	142.873	142.939	142.763	142.859	4690	0	3
2020.02.14	18:00:00	142.859	143.123	142.815	143.106	3405	0	3
2020.02.14	19:00:00	143.105	143.119	143.032	143.091	2423	0	3
2020.02.14	20:00:00	143.093	143.168	143.059	143.070	2068	0	4
2020.02.14	21:00:00	143.070	143.106	143.006	143.051	1564	0	3
2020.02.14	22:00:00	143.051	143.243	143.023	143.242	2014	0	3
2020.02.14	23:00:00	143.242	143.258	143.198	143.218	2939	0	8
2020.02.17	00:00:00	143.099	143.189	143.013	143.183	3006	0	32
2020.02.17	01:00:00	143.184	143.364	143.181	143.294	1964	0	5
2020.02.17	02:00:00	143.297	143.297	143.135	143.158	3243	0	4
2020.02.17	03:00:00	143.160	143.298	143.158	143.277	2401	0	5
2020.02.17	04:00:00	143.277	143.330	143.250	143.296	1937	0	6
2020.02.17	05:00:00	143.296	143.304	143.248	143.254	1106	0	7
2020.02.17	06:00:00	143.254	143.297	143.236	143.252	913	0	7
2020.02.17	07:00:00	143.252	143.346	143.238	143.320	1249	0	7
2020.02.17	08:00:00	143.321	143.340	143.209	143.236	1497	0	6
2020.02.17	09:00:00	143.236	143.265	143.136	143.222	2667	0	4
2020.02.17	10:00:00	143.223	143.312	143.146	143.240	3109	0	5
2020.02.17	11:00:00	143.240	143.335	143.208	143.268	3075	0	3
2020.02.17	12:00:00	143.268	143.308	143.130	143.192	2634	0	4
2020.02.17	13:00:00	143.192	143.200	142.953	143.027	3405	0	8
2020.02.17	14:00:00	143.027	143.067	142.965	142.984	2355	0	8
2020.02.17	15:00:00	142.982	143.045	142.973	142.998	2142	0	10
2020.02.17	16:00:00	142.997	143.003	142.858	142.968	2617	0	10
2020.02.17	17:00:00	142.968	143.074	142.939	142.996	2208	0	9
2020.02.17	18:00:00	142.996	143.067	142.932	143.001	1438	0	8
2020.02.17	19:00:00	143.001	143.044	142.979	143.021	1661	0	9
2020.02.17	20:00:00	143.022	143.069	142.937	142.952	3756	0	11
2020.02.17	21:00:00	142.952	142.964	142.890	142.927	2209	0	9
2020.02.17	22:00:00	142.927	142.947	142.892	142.910	2174	0	9
2020.02.17	23:00:00	142.910	142.920	142.838	142.876	2764	0	20
2020.02.18	00:00:00	142.878	142.888	142.769	142.849	1943	0	21
2020.02.18	01:00:00	142.849	142.870	142.781	142.840	1703	0	12
2020.02.18	02:00:00	142.840	142.848	142.588	142.626	3128	0	9
2020.02.18	03:00:00	142.626	142.695	142.577	142.674	4202	0	8
2020.02.18	04:00:00	142.674	142.679	142.531	142.563	2965	0	9
2020.02.18	05:00:00	142.563	142.677	142.519	142.642	1722	0	8
2020.02.18	06:00:00	142.643	142.678	142.610	142.610	1292	0	14
2020.02.18	07:00:00	142.610	142.652	142.572	142.627	1520	0	13
2020.02.18	08:00:00	142.627	142.745	142.530	142.544	2015	0	8
2020.02.18	09:00:00	142.545	142.700	142.509	142.592	3554	0	9
2020.02.18	10:00:00	142.586	142.611	142.312	142.428	5177	0	9
2020.02.18	11:00:00	142.427	142.655	142.382	142.586	4667	0	9
2020.02.18	12:00:00	142.586	143.067	142.528	142.953	5228	0	9
2020.02.18	13:00:00	142.951	143.164	142.946	143.077	3460	0	8
2020.02.18	14:00:00	143.076	143.145	143.007	143.050	3387	0	9
2020.02.18	15:00:00	143.049	143.094	142.934	142.994	4675	0	9
2020.02.18	16:00:00	142.994	143.195	142.932	143.170	5045	0	8
2020.02.18	17:00:00	143.170	143.226	142.956	143.138	5090	0	8
2020.02.18	18:00:00	143.140	143.161	142.863	142.928	4361	0	8
2020.02.18	19:00:00	142.928	142.928	142.826	142.867	3215	0	9
2020.02.18	20:00:00	142.867	142.902	142.748	142.769	2121	0	9
2020.02.18	21:00:00	142.767	142.846	142.757	142.810	2179	0	8
2020.02.18	22:00:00	142.814	142.842	142.783	142.809	1804	0	9
2020.02.18	23:00:00	142.809	142.847	142.778	142.797	2058	0	9
2020.02.19	00:00:00	142.797	142.817	142.742	142.803	2184	0	22
2020.02.19	01:00:00	142.803	142.911	142.801	142.884	2299	0	10
2020.02.19	02:00:00	142.884	142.936	142.842	142.884	2432	0	8
2020.02.19	03:00:00	142.885	142.998	142.819	142.967	2989	0	10
2020.02.19	04:00:00	142.968	143.152	142.968	143.007	2896	0	8
2020.02.19	05:00:00	143.007	143.073	142.990	143.052	1579	0	11
2020.02.19	06:00:00	143.052	143.081	142.998	143.041	1063	0	9
2020.02.19	07:00:00	143.041	143.083	143.024	143.055	1245	0	9
2020.02.19	08:00:00	143.055	143.055	142.888	142.994	1659	0	9
2020.02.19	09:00:00	142.995	143.265	142.952	143.217	3100	0	8
2020.02.19	10:00:00	143.216	143.305	143.084	143.165	3999	0	8
2020.02.19	11:00:00	143.165	143.510	142.992	143.372	5083	0	8
2020.02.19	12:00:00	143.377	143.405	143.117	143.219	4078	0	8
2020.02.19	13:00:00	143.219	143.446	143.191	143.429	3479	0	9
2020.02.19	14:00:00	143.430	143.607	143.376	143.526	3808	0	8
2020.02.19	15:00:00	143.525	143.757	143.446	143.603	4881	0	8
2020.02.19	16:00:00	143.603	143.687	143.385	143.618	5078	0	8
2020.02.19	17:00:00	143.618	143.715	143.368	143.679	5057	0	9
2020.02.19	18:00:00	143.678	143.998	143.641	143.786	4755	0	8
2020.02.19	19:00:00	143.785	143.785	143.582	143.717	2755	0	9
2020.02.19	20:00:00	143.717	143.947	143.669	143.835	1928	0	9
2020.02.19	21:00:00	143.835	144.160	143.803	144.147	3264	0	8
2020.02.19	22:00:00	144.147	144.163	143.731	143.755	2612	0	9
2020.02.19	23:00:00	143.755	143.894	143.753	143.863	1622	0	10
2020.02.20	00:00:00	143.811	143.898	143.681	143.708	897	0	45
2020.02.20	01:00:00	143.708	143.812	143.677	143.726	1587	0	14
2020.02.20	02:00:00	143.721	143.810	143.595	143.755	3788	0	10
2020.02.20	03:00:00	143.755	143.772	143.595	143.670	2938	0	10
2020.02.20	04:00:00	143.670	143.763	143.612	143.674	2637	0	10
2020.02.20	05:00:00	143.675	143.853	143.647	143.745	2852	0	8
2020.02.20	06:00:00	143.745	143.833	143.710	143.794	1585	0	15
2020.02.20	07:00:00	143.794	143.850	143.754	143.812	1634	0	16
2020.02.20	08:00:00	143.812	143.963	143.776	143.928	2131	0	9
2020.02.20	09:00:00	143.928	144.227	143.874	144.063	4869	0	8
2020.02.20	10:00:00	144.069	144.159	143.904	144.150	4185	0	9
2020.02.20	11:00:00	144.141	144.599	144.141	144.467	4995	0	9
2020.02.20	12:00:00	144.469	144.547	144.170	144.450	5025	0	7
2020.02.20	13:00:00	144.450	144.457	143.924	143.964	5314	0	7
2020.02.20	14:00:00	143.962	144.073	143.899	144.046	4608	0	7
2020.02.20	15:00:00	144.044	144.198	143.892	144.012	4685	0	7
2020.02.20	16:00:00	144.012	144.394	144.007	144.318	4807	0	7
2020.02.20	17:00:00	144.319	144.497	144.152	144.375	4284	0	7
2020.02.20	18:00:00	144.379	144.402	143.867	144.035	6189	0	7
2020.02.20	19:00:00	144.035	144.282	144.024	144.254	3866	0	9
2020.02.20	20:00:00	144.254	144.345	144.210	144.268	2110	0	7
2020.02.20	21:00:00	144.268	144.426	144.268	144.336	1947	0	7
2020.02.20	22:00:00	144.336	144.378	144.288	144.364	1685	0	11
2020.02.20	23:00:00	144.364	144.440	144.339	144.384	992	0	8
2020.02.21	00:00:00	144.384	144.399	144.230	144.316	791	0	19
2020.02.21	01:00:00	144.316	144.413	144.208	144.225	2051	0	9
2020.02.21	02:00:00	144.225	144.535	144.200	144.416	3911	0	8
2020.02.21	03:00:00	144.417	144.442	144.258	144.340	2967	0	9
2020.02.21	04:00:00	144.340	144.425	144.267	144.362	2735	0	12
2020.02.21	05:00:00	144.362	144.435	144.331	144.431	1607	0	7
2020.02.21	06:00:00	144.430	144.453	144.363	144.373	1448	0	7
2020.02.21	07:00:00	144.373	144.457	144.344	144.357	1466	0	10
2020.02.21	08:00:00	144.358	144.391	144.284	144.379	1376	0	12
2020.02.21	09:00:00	144.375	144.421	143.967	144.015	3971	0	7
2020.02.21	10:00:00	144.015	144.244	143.719	144.224	7004	0	8
2020.02.21	11:00:00	144.227	144.467	144.225	144.263	5034	0	7
